3961
1 2 3 4
1 3 10 9
1 4 1 8
1 5 2 10
1 6 1 9
1 7 5 6
1 9 10 4
1 12 2 7
1 13 1 4
1 14 4 10
1 15 6 1
1 17 7 10
1 19 10 2
1 21 10 1
1 23 1 5
1 24 5 5
1 25 10 8
1 27 2 3
1 28 7 10
1 29 2 2
1 30 4 7
1 31 7 8
1 33 5 3
1 34 1 5
1 35 6 5
1 37 9 6
1 38 6 2
1 39 7 3
1 40 7 7
1 42 3 3
1 43 3 5
1 45 2 1
1 46 8 10
1 47 3 4
1 48 7 7
1 49 2 10
1 50 4 6
1 51 7 9
1 52 4 4
1 53 2 7
1 55 5 4
1 56 4 6
1 58 6 7
1 59 9 7
1 60 5 2
1 61 2 2
1 62 3 9
1 63 4 6
1 64 8 6
1 66 1 4
1 68 7 1
1 69 10 2
1 71 1 9
1 72 3 4
1 73 4 9
1 74 6 10
1 75 10 6
1 76 2 5
1 77 6 5
1 79 8 2
1 81 5 10
1 82 3 9
1 83 6 7
1 85 8 9
1 86 9 2
1 87 4 9
1 88 2 9
1 89 4 7
1 90 8 7
1 91 2 9
1 92 9 10
1 93 6 4
1 94 4 4
1 95 1 4
1 97 5 8
1 98 3 2
1 99 6 10
1 100 10 9
2 3 9 4
2 4 1 10
2 5 9 4
2 6 10 7
2 7 7 4
2 9 7 10
2 10 2 7
2 11 5 10
2 12 8 2
2 13 3 6
2 14 3 8
2 15 1 5
2 16 4 6
2 17 9 8
2 20 1 10
2 21 6 8
2 22 8 9
2 23 8 9
2 24 3 2
2 25 3 7
2 26 8 8
2 28 2 2
2 29 8 9
2 31 10 8
2 32 8 5
2 33 4 9
2 35 5 2
2 36 5 7
2 37 1 2
2 38 5 3
2 39 7 4
2 40 8 4
2 41 2 6
2 42 8 8
2 43 8 9
2 44 6 10
2 45 8 6
2 46 10 10
2 48 4 10
2 50 8 2
2 51 3 7
2 53 2 5
2 54 7 7
2 55 7 1
2 56 8 10
2 57 7 2
2 58 1 10
2 60 6 2
2 61 8 1
2 62 3 6
2 64 4 6
2 65 7 7
2 66 2 2
2 67 9 6
2 68 4 6
2 71 8 6
2 72 4 3
2 74 3 1
2 76 9 10
2 78 6 7
2 79 1 2
2 80 8 1
2 81 9 7
2 82 7 3
2 84 1 4
2 85 3 10
2 86 4 2
2 88 4 4
2 89 10 4
2 90 5 7
2 91 7 6
2 92 5 5
2 93 5 7
2 94 9 3
2 95 4 4
2 96 6 4
2 97 7 2
2 98 6 8
2 100 3 4
3 4 5 10
3 5 7 1
3 6 8 10
3 7 3 4
3 8 2 4
3 10 10 9
3 11 10 9
3 12 5 1
3 14 4 7
3 16 10 4
3 17 1 2
3 18 4 10
3 19 3 1
3 20 7 6
3 21 5 3
3 23 8 2
3 26 2 7
3 27 1 10
3 29 10 4
3 30 10 7
3 32 9 3
3 34 6 1
3 35 7 1
3 36 6 1
3 37 10 1
3 38 7 7
3 42 3 9
3 43 8 5
3 44 3 4
3 46 7 10
3 47 6 7
3 48 4 8
3 49 9 6
3 50 8 8
3 53 7 2
3 54 8 10
3 55 5 9
3 57 9 6
3 59 6 10
3 60 1 2
3 61 4 5
3 62 9 1
3 63 10 6
3 64 9 6
3 66 10 3
3 67 9 9
3 68 9 5
3 69 7 4
3 70 6 10
3 71 2 9
3 72 5 4
3 73 8 6
3 75 7 10
3 76 5 3
3 78 5 1
3 80 3 4
3 81 5 3
3 83 3 9
3 84 7 5
3 85 2 3
3 86 9 10
3 87 6 4
3 88 2 2
3 90 7 7
3 91 9 4
3 92 10 9
3 93 7 9
3 95 1 5
3 96 8 3
3 97 6 8
3 100 3 2
4 5 5 3
4 6 1 5
4 7 7 10
4 8 5 10
4 9 5 5
4 10 4 7
4 11 7 4
4 12 8 5
4 13 9 6
4 14 1 10
4 15 9 1
4 16 8 10
4 17 3 4
4 18 3 1
4 19 3 8
4 21 10 6
4 22 6 6
4 23 8 3
4 24 6 1
4 26 8 2
4 27 1 9
4 28 10 10
4 29 8 7
4 30 5 5
4 31 2 3
4 32 8 2
4 33 1 4
4 34 5 1
4 35 5 1
4 37 3 9
4 39 8 8
4 40 1 5
4 41 6 8
4 42 4 1
4 43 4 8
4 44 5 4
4 45 1 5
4 46 6 2
4 48 4 1
4 49 5 9
4 51 6 4
4 52 3 6
4 53 4 4
4 54 1 4
4 55 10 6
4 56 7 7
4 57 9 10
4 58 2 4
4 59 8 7
4 60 1 7
4 61 3 5
4 62 6 9
4 63 4 8
4 67 10 9
4 68 8 3
4 69 5 5
4 70 2 3
4 71 7 1
4 74 8 6
4 75 8 9
4 76 2 5
4 77 5 1
4 78 4 4
4 79 5 1
4 80 5 7
4 81 7 1
4 82 1 8
4 83 4 4
4 84 4 4
4 85 10 10
4 86 9 3
4 87 9 1
4 88 3 3
4 89 7 2
4 90 6 7
4 91 7 7
4 92 3 2
4 93 2 9
4 94 9 4
4 96 9 10
4 97 9 2
4 98 4 1
4 100 8 5
5 7 10 1
5 8 2 7
5 10 1 5
5 11 2 10
5 12 2 6
5 14 1 5
5 15 2 7
5 16 6 3
5 19 2 8
5 21 10 3
5 23 3 8
5 24 10 9
5 25 6 5
5 26 10 1
5 29 7 9
5 30 9 10
5 31 8 3
5 32 1 10
5 34 2 5
5 37 4 2
5 38 8 3
5 39 8 2
5 41 5 8
5 42 10 5
5 43 6 4
5 44 9 2
5 45 4 7
5 46 8 6
5 47 5 5
5 48 8 6
5 50 5 9
5 51 5 7
5 52 4 9
5 53 1 5
5 55 9 9
5 56 7 4
5 57 9 10
5 58 1 1
5 59 1 8
5 60 2 9
5 61 9 10
5 62 6 7
5 63 8 8
5 64 4 2
5 65 2 7
5 66 2 8
5 69 1 8
5 70 4 4
5 72 4 10
5 73 6 8
5 74 1 8
5 75 7 8
5 77 8 6
5 78 9 3
5 79 2 2
5 80 10 8
5 81 2 9
5 82 8 4
5 83 5 9
5 84 6 7
5 86 6 4
5 88 1 4
5 89 3 4
5 92 10 5
5 94 5 10
5 95 10 4
5 96 2 4
5 97 4 10
5 99 4 6
6 7 3 6
6 8 9 5
6 9 10 6
6 10 10 2
6 11 9 8
6 13 6 9
6 14 7 2
6 15 1 10
6 16 7 5
6 19 9 5
6 20 8 5
6 22 6 2
6 23 2 2
6 24 4 2
6 25 4 3
6 26 2 7
6 27 10 5
6 29 3 10
6 30 3 10
6 32 10 2
6 33 6 6
6 35 2 9
6 36 9 9
6 38 4 7
6 39 10 9
6 40 6 8
6 42 8 5
6 44 4 6
6 45 5 1
6 47 7 3
6 48 3 4
6 49 7 7
6 50 4 4
6 51 8 4
6 52 9 6
6 54 9 5
6 55 1 1
6 57 10 1
6 58 10 6
6 59 9 3
6 60 3 7
6 61 7 4
6 63 5 9
6 64 3 8
6 65 10 1
6 66 2 5
6 67 8 9
6 68 7 2
6 69 4 4
6 70 10 7
6 72 7 4
6 73 2 8
6 74 6 4
6 75 2 10
6 76 10 10
6 78 10 2
6 79 2 9
6 80 5 2
6 81 5 5
6 83 1 7
6 85 6 10
6 87 5 8
6 88 5 4
6 89 7 3
6 91 6 6
6 92 8 8
6 93 2 2
6 95 8 5
6 97 4 8
6 98 4 5
6 99 5 7
7 8 6 5
7 9 3 10
7 10 6 3
7 11 2 2
7 13 7 3
7 14 1 4
7 15 9 4
7 16 10 6
7 17 4 8
7 18 3 10
7 19 5 9
7 20 8 5
7 21 2 7
7 22 5 7
7 24 10 7
7 25 5 7
7 26 2 5
7 27 1 2
7 29 3 6
7 30 10 9
7 31 5 9
7 32 6 9
7 33 9 10
7 34 9 1
7 36 8 9
7 38 8 2
7 40 4 1
7 41 2 10
7 43 10 8
7 44 2 3
7 46 10 2
7 47 10 10
7 52 6 9
7 54 1 6
7 55 4 1
7 56 8 4
7 57 9 7
7 58 4 8
7 59 3 6
7 60 8 1
7 61 7 7
7 63 4 7
7 64 2 5
7 65 9 10
7 66 10 1
7 67 10 6
7 68 6 7
7 72 4 6
7 73 7 5
7 74 8 10
7 75 10 9
7 76 7 5
7 77 10 1
7 80 4 10
7 83 9 10
7 84 10 3
7 85 1 1
7 86 5 7
7 87 10 10
7 88 10 6
7 89 7 5
7 90 5 2
7 91 4 4
7 92 10 2
7 94 9 10
7 95 1 5
7 96 6 2
7 97 8 8
7 98 5 5
7 99 9 8
7 100 1 10
8 12 7 6
8 13 8 6
8 14 3 9
8 15 3 1
8 16 9 8
8 17 10 9
8 18 8 1
8 19 4 1
8 20 7 10
8 21 7 2
8 22 8 3
8 23 6 8
8 24 3 6
8 25 3 8
8 27 10 2
8 28 9 4
8 29 3 8
8 30 9 4
8 31 6 3
8 33 4 8
8 34 1 2
8 35 8 8
8 36 9 9
8 39 6 7
8 40 2 9
8 41 2 5
8 43 6 1
8 44 1 2
8 45 7 1
8 46 6 2
8 47 4 4
8 48 7 6
8 50 5 7
8 51 9 3
8 52 2 3
8 55 10 5
8 56 10 9
8 57 3 8
8 59 6 4
8 60 8 8
8 62 2 4
8 63 7 7
8 64 2 1
8 66 5 5
8 68 7 9
8 69 10 6
8 71 4 6
8 72 2 4
8 73 8 7
8 74 4 8
8 76 6 9
8 77 6 4
8 78 1 5
8 79 7 9
8 81 2 6
8 82 1 3
8 83 8 1
8 85 10 2
8 86 1 5
8 87 4 5
8 88 10 6
8 89 7 6
8 91 1 10
8 92 5 4
8 93 8 2
8 94 7 5
8 95 5 6
8 96 7 6
8 99 10 6
9 10 6 5
9 12 9 3
9 13 10 8
9 14 2 2
9 15 5 9
9 16 4 2
9 17 2 9
9 18 10 1
9 20 2 4
9 21 8 10
9 22 7 8
9 23 7 1
9 24 2 2
9 25 7 2
9 26 8 5
9 27 4 2
9 29 8 4
9 31 5 10
9 33 1 10
9 34 4 8
9 36 6 1
9 37 10 3
9 38 5 3
9 40 6 2
9 41 6 1
9 42 10 4
9 43 6 6
9 44 7 5
9 45 6 4
9 46 9 6
9 48 7 9
9 49 5 8
9 52 4 4
9 54 8 10
9 55 8 2
9 56 7 4
9 57 6 10
9 58 7 3
9 59 7 2
9 60 9 7
9 61 5 5
9 62 5 8
9 63 3 4
9 64 3 9
9 65 6 3
9 66 3 2
9 67 1 3
9 69 5 10
9 70 5 1
9 72 7 4
9 74 6 8
9 75 1 1
9 76 10 10
9 77 9 10
9 79 7 6
9 80 5 8
9 81 1 2
9 82 4 1
9 83 4 4
9 84 6 3
9 85 4 8
9 87 1 10
9 88 6 5
9 90 7 10
9 91 8 10
9 93 3 1
9 94 10 10
9 96 10 9
9 97 3 3
9 98 5 5
9 99 4 7
9 100 7 1
10 11 5 10
10 13 3 8
10 16 7 3
10 17 8 1
10 19 2 6
10 21 3 2
10 23 5 4
10 25 2 9
10 26 7 1
10 27 6 3
10 28 2 4
10 29 5 1
10 30 1 6
10 31 10 8
10 32 2 10
10 33 1 8
10 34 9 8
10 35 5 5
10 36 10 10
10 37 10 7
10 38 6 8
10 41 7 8
10 42 1 2
10 43 7 7
10 44 1 2
10 45 3 9
10 46 3 9
10 47 3 4
10 48 5 5
10 49 1 6
10 50 8 1
10 51 9 6
10 52 2 7
10 53 3 8
10 54 10 4
10 56 3 4
10 57 3 4
10 58 3 2
10 59 7 10
10 60 2 9
10 61 5 8
10 62 9 2
10 63 2 5
10 64 5 7
10 65 3 3
10 66 10 6
10 67 5 5
10 69 4 10
10 70 9 5
10 71 10 3
10 74 10 9
10 75 4 8
10 76 2 9
10 78 4 8
10 79 7 9
10 80 9 5
10 81 8 10
10 82 10 9
10 83 1 10
10 84 6 5
10 85 9 10
10 86 5 1
10 87 8 4
10 88 6 6
10 89 2 9
10 91 2 5
10 94 5 2
10 97 1 2
10 98 3 2
10 99 1 10
11 12 2 2
11 13 5 7
11 14 5 4
11 16 3 8
11 18 7 6
11 19 8 1
11 20 3 1
11 21 10 8
11 22 2 10
11 24 10 5
11 25 4 3
11 27 6 3
11 28 10 5
11 29 2 4
11 30 9 2
11 31 3 2
11 32 8 1
11 33 10 7
11 34 4 8
11 35 8 6
11 37 7 6
11 38 3 6
11 39 1 10
11 40 10 5
11 41 3 6
11 42 3 4
11 43 3 7
11 44 6 2
11 45 9 3
11 46 2 3
11 47 1 8
11 48 5 6
11 49 9 4
11 50 7 9
11 51 10 1
11 52 6 6
11 53 6 7
11 54 4 9
11 55 3 10
11 56 8 9
11 57 5 10
11 58 7 6
11 59 7 6
11 60 1 8
11 61 2 1
11 62 6 8
11 63 3 9
11 64 6 3
11 65 2 1
11 66 3 7
11 67 9 4
11 68 1 8
11 69 1 6
11 70 10 10
11 71 1 8
11 73 6 9
11 74 10 7
11 75 9 1
11 76 1 4
11 77 6 5
11 78 5 10
11 81 9 2
11 82 7 4
11 83 6 1
11 84 6 5
11 85 8 3
11 86 2 7
11 87 1 4
11 88 2 8
11 93 10 6
11 94 1 3
11 95 1 9
11 96 3 5
11 97 10 10
11 99 4 1
11 100 6 5
12 13 4 4
12 14 7 6
12 15 7 9
12 16 10 4
12 18 5 5
12 19 5 10
12 20 2 8
12 21 2 5
